id,age,gen,edu,jdgoutfit,jdgjob,jdgborn,jdglive,jdgcar,jdguni,jdgdiet,jdgdrink,jdgteeth,jdgposts,jdggramr,jdgsparet,judgmt ,onenight,frndwb,sexo,datsites,firstdates,scnddates,ntlove,agevirg,cheat,sexyear,sexpartyear,sexpartlife,wlage,wldvrce,wlkids,wllive,wljob,wlfinance,wlinterest,wlsexhis,wldatehis
2190,39,man,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,1,21,No,0,NA,NA,0,0,0,0,0,0,0,0,0
2199,27,woman,bachelors degree,0,0,0,0,0,0,0,0,1,0,0,1,2,NA,NA,straight or heterosexual,1,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2200,26,woman,graduate or professional degree,1,1,0,0,1,1,1,0,1,1,1,0,8,yes,yes,straight or heterosexual,2,4,1,1,21,No,3,3,NA,0,0,0,0,0,0,0,1,1
2208,30,woman,bachelors degree,0,0,0,0,0,0,0,1,0,1,1,1,4,yes,yes,straight or heterosexual,3,1,0,4,16,"Yes, I've committed both sexual and emotional infidelity",NA,1,NA,0,0,0,0,0,0,0,0,0
2213,37,man,high school degree or less,1,0,0,1,0,0,0,0,0,0,1,0,3,yes,no,straight or heterosexual,NA,0,0,3,19,No,0,NA,5,0,0,0,0,0,0,0,0,0
2239,51,man,bachelors degree,0,1,0,0,0,1,0,0,0,0,0,0,2,no,no,straight or heterosexual,1,0,0,2,25,No,0,NA,1,0,0,0,0,1,0,0,0,1
2252,47,man,bachelors degree,1,1,0,0,0,0,0,0,0,0,1,0,3,yes,yes,straight or heterosexual,0,2,1,4,21,No,2,1,7,1,0,0,0,0,0,0,0,1
2260,20,woman,bachelors degree,1,1,0,0,0,1,0,0,0,1,0,0,4,NA,NA,straight or heterosexual,1,0,0,2,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0
2263,41,woman,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,straight or heterosexual,1,1,0,1,19,No,9,1,3,0,1,0,0,1,1,0,1,1
2269,48,man,two year degree or some college,0,0,0,0,0,0,0,0,0,0,1,1,2,yes,yes,straight or heterosexual,2,0,0,8,14,No,3,3,90,0,0,0,0,0,0,0,0,0
2273,54,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,homosexual or gay or lesbian,NA,0,0,2,18,"Yes, I've committed sexual infidelity",2,1,100,0,0,0,0,0,0,0,0,0
2278,33,woman,two year degree or some college,1,0,0,0,0,0,0,0,1,1,1,0,4,yes,yes,straight or heterosexual,1,5,4,2,18,No,10,NA,NA,0,0,0,0,0,0,0,0,0
2286,27,woman,two year degree or some college,0,0,0,0,0,0,1,0,0,1,1,1,4,no,yes,straight or heterosexual,2,0,0,1,21,No,0,NA,NA,0,0,0,0,0,0,0,0,0
2308,52,man,bachelors degree,0,0,0,0,0,0,1,0,0,1,1,1,4,NA,NA,straight or heterosexual,0,0,0,2,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2315,36,woman,graduate or professional degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,straight or heterosexual,0,0,0,3,25,"Yes, I've committed emotional infidelity",24,1,3,0,0,0,0,0,0,0,0,0
2318,41,man,bachelors degree,0,0,0,0,0,0,0,0,0,1,1,0,2,yes,yes,straight or heterosexual,NA,1,0,3,16,No,60,2,20,0,0,0,0,0,0,0,0,0
2326,57,woman,two year degree or some college,0,0,0,0,0,0,0,1,0,1,0,0,2,no,no,straight or heterosexual,NA,0,0,3,20,No,0,NA,1,0,0,0,0,0,0,0,0,0
2342,38,woman,graduate or professional degree,1,1,0,1,0,0,1,1,0,0,1,1,7,NA,NA,straight or heterosexual,NA,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0
2360,31,woman,graduate or professional degree,1,0,0,0,0,0,0,0,1,1,1,1,5,yes,yes,straight or heterosexual,1,1,1,0,21,No,10,4,NA,0,0,0,0,0,0,0,0,0
2369,45,woman,graduate or professional degree,0,0,0,0,0,1,0,0,0,0,1,1,3,no,no,straight or heterosexual,0,0,0,4,28,No,10,NA,2,0,0,1,0,0,0,1,0,1
2387,56,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,straight or heterosexual,NA,0,0,2,21,No,0,NA,3,0,0,0,0,0,0,0,0,0
2391,55,woman,bachelors degree,0,0,0,0,0,0,0,0,1,0,0,1,2,yes,no,straight or heterosexual,0,0,0,3,16,"Yes, I've committed sexual infidelity",0,NA,NA,0,0,0,0,0,0,0,0,0
2428,55,woman,graduate or professional degree,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,straight or heterosexual,0,0,0,10,16,"Yes, I've committed sexual infidelity",0,NA,50,0,0,0,0,0,0,0,0,0
2436,26,man,bachelors degree,0,1,1,0,1,1,0,0,1,1,1,1,8,NA,NA,straight or heterosexual,NA,3,2,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1
2455,34,man,bachelors degree,1,1,0,0,0,1,0,0,1,1,1,0,6,yes,yes,straight or heterosexual,NA,2,1,4,17,"Yes, I've committed both sexual and emotional infidelity",10,2,95,0,0,0,1,0,1,0,1,1
2461,44,woman,graduate or professional degree,1,1,0,0,0,0,1,1,0,1,0,1,6,no,no,straight or heterosexual,NA,0,0,2,16,No,0,NA,1,0,0,0,0,0,0,0,0,0
2462,36,man,bachelors degree,1,0,0,0,0,1,0,0,0,0,0,0,2,no,no,straight or heterosexual,2,2,2,2,22,"Yes, I've committed emotional infidelity",2,NA,NA,0,0,1,0,0,0,0,0,1
2470,55,man,bachelors degree,1,0,0,0,0,0,0,0,1,0,1,0,3,yes,yes,straight or heterosexual,2,1,1,3,18,"Yes, I've committed sexual infidelity",30,NA,20,1,0,0,1,0,0,1,0,0
2482,44,man,graduate or professional degree,0,0,0,0,0,0,0,1,0,0,0,0,1,yes,yes,straight or heterosexual,NA,1,1,2,16,"Yes, I've committed sexual infidelity",10,1,10,0,0,0,0,0,0,0,0,0
2491,28,man,graduate or professional degree,0,0,0,0,0,1,0,0,0,0,0,1,2,no,no,straight or heterosexual,1,0,0,1,19,No,0,NA,NA,0,0,0,0,0,1,0,0,0
2495,55,man,two year degree or some college,0,0,0,0,0,1,0,0,1,0,0,0,2,yes,yes,straight or heterosexual,NA,3,2,7,16,No,7,2,30,0,0,0,0,0,0,0,0,0
2504,45,woman,two year degree or some college,0,0,0,0,0,0,0,0,1,1,1,0,3,no,yes,straight or heterosexual,2,1,0,2,15,"Yes, I've committed sexual infidelity",0,NA,10,0,0,0,0,0,0,1,0,0
2512,32,man,bachelors degree,0,1,0,0,0,0,1,0,0,1,0,1,4,no,no,homosexual or gay or lesbian,1,2,2,1,23,No,12,3,12,0,0,0,0,0,0,0,0,0
2543,60,man,graduate or professional degree,0,0,1,0,0,0,0,0,0,1,0,0,2,yes,no,homosexual or gay or lesbian,NA,0,0,2,16,No,0,NA,10,0,0,0,0,0,0,0,0,0
2548,46,woman,bachelors degree,0,1,0,1,1,0,1,1,1,0,1,1,8,no,no,straight or heterosexual,0,1,1,3,17,No,0,NA,6,0,0,0,0,0,0,0,0,0
2553,37,woman,graduate or professional degree,1,1,1,1,0,1,1,1,1,1,1,1,11,yes,yes,straight or heterosexual,3,12,4,3,20,No,2,2,14,0,0,0,0,0,0,0,0,0
2565,35,man,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,3,0,0,2,21,No,0,NA,1,0,0,0,0,0,0,0,0,0
2567,37,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,straight or heterosexual,0,3,0,2,18,"Yes, I've committed emotional infidelity",0,NA,5,0,0,0,0,0,0,0,0,0
2568,50,woman,two year degree or some college,0,1,0,1,0,0,0,0,0,0,0,1,3,no,yes,straight or heterosexual,1,0,0,4,18,"Yes, I've committed both sexual and emotional infidelity",5,1,10,1,0,0,0,0,0,0,0,0
2569,53,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,1,1,2,yes,no,straight or heterosexual,NA,2,2,1,17,No,12,NA,NA,0,0,0,0,0,0,0,0,0
2577,51,woman,graduate or professional degree,0,0,0,0,1,0,0,1,1,0,0,0,3,yes,yes,straight or heterosexual,NA,0,0,8,15,"Yes, I've committed sexual infidelity",8,1,65,0,0,0,0,0,0,0,0,0
2580,35,woman,graduate or professional degree,1,0,0,0,0,1,0,0,1,1,1,0,5,yes,yes,straight or heterosexual,0,0,0,2,15,"Yes, I've committed both sexual and emotional infidelity",1,1,20,0,0,0,0,0,1,0,1,1
2581,39,man,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,4,14,No,0,NA,4,0,0,0,0,0,0,0,0,0
2592,53,woman,two year degree or some college,0,0,0,0,1,0,0,0,1,1,0,0,3,yes,yes,straight or heterosexual,2,0,0,2,16,No,0,NA,6,0,0,1,1,0,1,0,0,0
2599,30,woman,bachelors degree,0,1,0,0,1,1,0,1,1,0,1,0,6,yes,no,homosexual or gay or lesbian,2,3,1,2,16,No,118,3,28,0,0,0,0,0,0,0,0,0
2602,26,woman,bachelors degree,1,1,0,0,0,0,1,0,1,1,1,1,7,yes,yes,straight or heterosexual,1,2,1,3,17,No,30,5,30,0,0,0,0,0,0,0,1,1
2608,52,man,bachelors degree,1,1,0,0,1,0,1,1,1,1,1,0,8,yes,yes,homosexual or gay or lesbian,4,2,2,3,18,No,5,4,NA,0,0,0,0,0,0,0,0,0
2622,20,woman,two year degree or some college,0,1,0,0,0,0,1,1,1,1,1,0,6,NA,NA,straight or heterosexual,NA,0,0,2,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2624,25,woman,two year degree or some college,1,0,1,1,1,0,0,0,0,1,1,1,7,yes,no,straight or heterosexual,NA,2,1,1,15,No,11,2,15,0,0,0,0,0,0,0,0,0
2628,36,man,two year degree or some college,1,0,0,0,0,0,0,1,0,0,0,0,2,no,no,straight or heterosexual,0,0,0,1,36,"Yes, I've committed emotional infidelity",0,NA,NA,0,0,0,0,0,0,0,0,0
2635,34,woman,bachelors degree,0,0,0,0,1,0,0,1,0,1,1,1,5,yes,yes,straight or heterosexual,1,1,2,6,13 & under,No,0,NA,NA,1,0,0,1,0,0,0,0,0
2645,22,woman,bachelors degree,0,0,0,0,0,0,0,1,0,1,0,0,2,no,no,bisexual,NA,0,2,1,16,No,20,1,1,0,0,0,0,0,1,0,0,0
2654,25,woman,two year degree or some college,1,1,1,1,1,1,1,1,1,1,1,1,12,yes,yes,straight or heterosexual,NA,0,1,3,19,"Yes, I've committed sexual infidelity",3,3,3,1,1,1,1,1,1,1,1,1
2665,25,man,high school degree or less,0,0,0,1,0,0,0,0,0,0,1,1,3,yes,yes,straight or heterosexual,2,3,2,2,17,No,12,1,2,0,0,0,0,0,0,1,0,0
2683,22,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,straight or heterosexual,0,0,0,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2693,19,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,straight or heterosexual,0,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2694,18,woman,high school degree or less,1,1,0,0,1,0,0,1,1,0,1,0,6,yes,no,straight or heterosexual,NA,0,0,1,18,"Yes, I've committed sexual infidelity",5,1,2,1,0,0,0,0,0,1,0,0
2697,37,woman,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,straight or heterosexual,0,0,0,2,17,No,0,NA,10,0,0,0,0,0,0,0,0,0
2700,22,man,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,1,0,0,2,18,"Yes, I've committed sexual infidelity",1,1,1,0,0,0,1,1,1,0,0,0
2721,53,man,bachelors degree,1,1,0,1,1,1,0,0,0,1,1,0,7,yes,no,straight or heterosexual,2,4,6,1,19,"Yes, I've committed sexual infidelity",2,1,50,0,0,0,1,1,1,0,1,1
2723,38,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,1,0,1,no,yes,straight or heterosexual,NA,0,0,5,13 & under,No,0,NA,NA,0,0,0,0,1,1,0,0,0
2742,19,man,two year degree or some college,1,0,1,1,0,0,0,1,1,0,1,1,7,yes,yes,straight or heterosexual,NA,2,2,7,14,"Yes, I've committed both sexual and emotional infidelity",44,4,7,0,0,0,0,0,0,0,0,0
2750,27,woman,bachelors degree,1,1,0,0,0,1,0,0,1,0,1,0,5,yes,yes,straight or heterosexual,1,1,1,1,15,No,40,5,30,0,0,0,0,0,0,1,1,1
2751,35,man,bachelors degree,1,0,0,0,0,0,0,0,0,0,1,1,3,NA,NA,straight or heterosexual,1,0,0,2,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2757,23,woman,high school degree or less,0,1,0,0,0,0,0,0,1,1,1,0,4,no,no,straight or heterosexual,2,3,2,1,15,No,6,1,6,0,0,0,0,1,0,0,0,1
2758,32,woman,graduate or professional degree,1,0,0,0,0,0,0,1,1,1,0,1,5,NA,NA,straight or heterosexual,0,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0
2762,19,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,straight or heterosexual,NA,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
2767,20,woman,two year degree or some college,0,1,0,0,0,0,0,0,0,0,0,1,2,no,yes,straight or heterosexual,1,1,2,1,16,No,10,2,NA,0,0,0,0,0,0,0,0,0
2772,21,man,two year degree or some college,0,0,0,0,0,0,1,0,1,0,1,0,3,no,no,straight or heterosexual,0,18,18,2,18,No,6,2,1,0,0,0,0,0,0,0,1,1
2774,42,woman,bachelors degree,1,0,0,0,1,0,0,0,1,1,0,1,5,yes,yes,straight or heterosexual,NA,1,3,2,13 & under,"Yes, I've committed both sexual and emotional infidelity",108,1,14,0,0,0,0,0,0,0,0,0
2788,21,man,two year degree or some college,0,0,0,0,0,1,0,0,0,0,0,0,1,no,no,straight or heterosexual,3,3,5,2,14,"Yes, I've committed sexual infidelity",2,4,10,0,0,0,0,1,0,0,0,0
2791,19,man,high school degree or less,1,0,0,1,0,0,0,0,1,0,1,1,5,yes,no,straight or heterosexual,2,5,4,2,16,No,3,3,3,0,0,0,0,0,0,0,0,0
2792,34,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,2,2,2,2,21,No,0,NA,NA,0,0,0,0,0,0,0,0,0
2795,19,man,two year degree or some college,0,1,0,0,0,0,0,0,0,0,0,1,2,no,yes,straight or heterosexual,NA,1,2,1,17,"Yes, I've committed emotional infidelity",16,1,1,1,0,0,0,1,0,1,0,0
2796,31,man,graduate or professional degree,0,0,0,0,0,0,0,0,0,1,1,1,3,yes,no,homosexual or gay or lesbian,1,10,3,3,23,No,14,14,35,0,0,0,0,0,0,0,0,0
2799,26,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,1,0,1,2,no,yes,straight or heterosexual,NA,2,0,0,14,"Yes, I've committed both sexual and emotional infidelity",10,1,NA,0,0,0,0,0,0,0,0,0
2813,60,man,two year degree or some college,0,0,0,0,0,0,0,0,0,0,1,0,1,no,no,straight or heterosexual,0,0,0,3,37,No,0,NA,4,0,0,0,0,0,0,0,0,0
2816,26,man,two year degree or some college,0,0,0,0,0,0,0,1,0,1,0,1,3,no,no,straight or heterosexual,NA,3,1,0,18,No,7,2,6,0,0,0,0,0,0,0,0,0
2844,50,woman,bachelors degree,1,1,0,0,1,1,0,0,1,1,1,0,7,no,no,straight or heterosexual,NA,0,0,5,16,"Yes, I've committed sexual infidelity",0,NA,5,0,0,0,1,0,0,0,0,0
2854,58,man,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,homosexual or gay or lesbian,NA,0,0,3,17,No,2,1,NA,0,0,0,0,0,0,0,0,0
2862,25,woman,bachelors degree,1,0,0,0,0,0,0,1,0,1,0,1,4,no,no,straight or heterosexual,NA,1,1,1,19,No,30,NA,NA,0,0,0,0,0,0,0,0,1
2866,55,woman,high school degree or less,1,1,0,1,0,0,0,1,0,1,0,1,6,no,no,straight or heterosexual,NA,0,0,2,20,No,4,1,4,0,0,0,0,0,0,0,0,0
2890,49,woman,two year degree or some college,1,0,0,0,0,0,1,0,0,0,0,1,3,no,no,straight or heterosexual,0,0,0,2,15,No,0,NA,20,0,0,0,0,0,0,0,0,0
2904,37,woman,two year degree or some college,1,0,0,0,0,0,1,0,1,1,1,1,6,no,no,straight or heterosexual,NA,1,1,1,16,No,12,1,6,0,0,0,0,0,0,0,1,0
2905,45,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,0,0,0,5,21,"Yes, I've committed sexual infidelity",12,1,20,0,0,0,0,0,1,0,1,0
2927,59,man,bachelors degree,0,0,0,0,0,0,0,1,1,0,1,1,4,yes,no,straight or heterosexual,1,0,0,1,19,No,0,NA,7,0,0,0,0,0,0,0,0,0
2936,53,man,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,0,21,No,0,NA,NA,0,0,0,0,0,0,0,0,0
2959,59,woman,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,straight or heterosexual,NA,0,0,4,14,"Yes, I've committed sexual infidelity",0,NA,14,0,0,0,0,0,0,0,0,0
2960,60,man,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,straight or heterosexual,NA,2,2,3,19,No,19,1,16,0,0,0,0,0,0,1,0,1
2993,53,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,3,23,"Yes, I've committed sexual infidelity",0,NA,2,0,1,0,0,0,0,0,0,0
2997,25,woman,graduate or professional degree,1,1,1,1,1,1,1,0,1,1,1,1,11,no,yes,straight or heterosexual,NA,15,9,1,15,"Yes, I've committed emotional infidelity",1,4,70,1,0,0,1,1,0,1,0,1
3010,31,woman,bachelors degree,1,0,0,0,0,0,0,0,0,1,0,1,3,NA,NA,straight or heterosexual,0,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
3015,57,man,graduate or professional degree,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,straight or heterosexual,NA,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0
3020,24,woman,bachelors degree,1,1,0,0,0,0,0,0,0,1,0,0,3,yes,yes,straight or heterosexual,1,5,5,3,16,"Yes, I've committed both sexual and emotional infidelity",150,4,16,0,0,0,0,0,0,0,1,1
3025,57,woman,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,6,17,"Yes, I've committed sexual infidelity",0,NA,6,0,0,0,0,0,0,0,0,1
3029,50,woman,high school degree or less,1,1,0,1,1,0,0,0,0,0,0,0,4,no,no,bisexual,2,1,2,0,17,"Yes, I've committed sexual infidelity",0,NA,15,1,0,0,0,0,0,0,0,0
3036,59,woman,bachelors degree,0,0,0,0,0,0,0,0,0,1,0,1,2,yes,no,straight or heterosexual,NA,2,1,2,18,No,0,NA,7,0,0,0,0,0,0,0,0,0
3044,45,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,yes,straight or heterosexual,0,0,0,2,13 & under,No,7,1,15,0,0,0,0,0,0,0,0,0
3049,56,man,bachelors degree,1,0,0,0,0,0,0,0,1,1,1,1,5,no,no,straight or heterosexual,0,0,0,2,17,No,0,NA,2,0,0,0,0,1,1,0,0,1
3053,60,woman,two year degree or some college,1,0,0,0,0,0,0,1,0,1,1,1,5,no,no,straight or heterosexual,NA,0,0,2,17,No,0,NA,2,0,0,0,0,0,0,0,0,0
3082,23,woman,two year degree or some college,1,1,1,1,1,1,1,1,1,1,1,1,12,no,yes,straight or heterosexual,1,1,0,1,17,No,4,2,4,0,0,0,0,0,0,1,0,1
3086,51,woman,graduate or professional degree,0,1,0,0,0,0,0,0,1,1,0,1,4,yes,yes,straight or heterosexual,3,0,0,8,19,"Yes, I've committed both sexual and emotional infidelity",0,NA,18,0,0,0,1,1,1,0,0,1
3089,21,man,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,1,21,"Yes, I've committed emotional infidelity",1,1,1,1,0,0,0,0,0,0,1,0
3093,58,man,bachelors degree,1,1,1,1,1,0,1,1,1,1,1,1,11,yes,no,straight or heterosexual,NA,0,0,1,17,No,0,NA,NA,0,0,0,0,0,0,0,0,0
3097,19,woman,high school degree or less,0,0,0,0,0,0,0,0,1,1,1,0,3,no,no,straight or heterosexual,2,3,2,1,18,No,20,1,1,0,0,0,0,0,0,0,0,0
3114,35,man,graduate or professional degree,1,0,0,0,1,0,1,1,1,1,0,1,7,NA,NA,straight or heterosexual,NA,0,0,2,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
3121,19,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,homosexual or gay or lesbian,0,0,0,2,13 & under,No,0,NA,1,0,0,0,0,0,0,0,1,0
3132,31,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,1,1,0,2,yes,yes,straight or heterosexual,0,1,0,1,20,"Yes, I've committed sexual infidelity",3,2,NA,0,0,0,0,0,0,0,0,0
3166,23,man,two year degree or some college,1,1,0,0,1,1,1,1,1,1,1,1,10,NA,NA,straight or heterosexual,1,3,1,1,Still a virgin,NA,NA,NA,NA,0,1,0,0,0,0,0,1,1
3171,19,man,two year degree or some college,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,NA,straight or heterosexual,0,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1
3173,58,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,0,0,0,2,17,No,0,NA,3,0,0,0,0,0,0,0,0,0
3177,33,man,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,3,2,2,18,No,16,3,5,0,0,0,0,0,0,1,1,0
3191,58,woman,bachelors degree,1,0,0,0,0,0,0,0,1,0,0,0,2,yes,no,straight or heterosexual,1,4,6,3,14,"Yes, I've committed sexual infidelity",19,2,15,1,0,0,0,0,0,0,0,0
3192,45,woman,bachelors degree,0,0,0,0,0,0,0,0,0,1,1,1,3,yes,yes,straight or heterosexual,0,0,0,0,14,No,0,NA,NA,0,0,0,0,0,0,0,0,0
3197,48,woman,bachelors degree,0,0,0,0,0,0,0,0,0,1,0,1,2,yes,no,straight or heterosexual,NA,0,0,2,21,No,0,NA,3,0,0,0,0,0,0,0,0,0
3200,46,woman,two year degree or some college,1,1,0,1,1,0,0,0,1,1,1,1,8,yes,yes,straight or heterosexual,1,0,0,0,19,"Yes, I've committed sexual infidelity",1,1,12,0,0,0,1,0,1,0,1,1
3212,19,man,high school degree or less,1,1,0,1,0,0,1,0,0,1,1,1,7,no,no,straight or heterosexual,NA,0,0,3,18,No,0,NA,1,0,0,0,0,0,0,0,1,0
3213,19,man,two year degree or some college,0,1,0,0,1,1,0,0,0,1,0,0,4,no,yes,straight or heterosexual,NA,3,3,5,14,"Yes, I've committed emotional infidelity",14,7,488,1,0,0,0,0,0,0,0,0
3216,42,man,bachelors degree,1,0,0,0,0,0,0,0,0,0,1,0,2,yes,yes,bisexual,1,2,2,4,13 & under,No,10,3,80,0,0,0,0,0,0,0,1,1
3219,31,woman,two year degree or some college,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,0,0,0,1,20,"Yes, I've committed sexual infidelity",2,1,4,0,0,0,1,0,0,1,0,1
3220,57,woman,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,straight or heterosexual,NA,0,0,3,15,"Yes, I've committed both sexual and emotional infidelity",3,1,4,0,0,0,0,0,0,0,0,0
3228,32,woman,bachelors degree,1,1,1,0,1,0,0,0,1,1,1,1,8,NA,NA,straight or heterosexual,NA,0,0,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
3253,54,man,graduate or professional degree,0,0,0,0,0,0,0,0,0,0,1,1,2,no,no,straight or heterosexual,2,3,2,2,21,No,50,1,10,0,0,0,0,0,0,0,1,1
3254,60,woman,bachelors degree,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no,straight or heterosexual,NA,0,0,3,16,"Yes, I've committed sexual infidelity",6,1,12,0,0,0,0,0,1,0,1,1
3264,46,woman,two year degree or some college,1,0,0,0,1,0,0,0,1,0,0,0,3,no,no,straight or heterosexual,NA,0,0,2,20,No,0,NA,4,0,0,0,0,0,0,0,0,0
3287,24,man,bachelors degree,0,0,0,0,0,0,1,0,0,1,1,0,3,NA,NA,straight or heterosexual,0,0,0,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
3288,24,woman,bachelors degree,1,0,0,0,0,0,0,0,1,1,1,0,4,no,no,straight or heterosexual,0,1,0,1,21,No,4,1,2,0,0,0,0,0,0,0,0,0
3289,24,woman,bachelors degree,1,1,0,1,0,0,1,1,1,1,0,1,8,yes,yes,straight or heterosexual,NA,1,0,1,18,"Yes, I've committed sexual infidelity",30,2,11,0,0,0,0,0,1,0,1,0
3293,60,woman,graduate or professional degree,1,1,0,1,0,0,1,1,0,1,1,1,8,no,no,straight or heterosexual,0,0,0,0,16,No,0,NA,10,0,0,0,0,0,0,0,0,0
3299,55,man,bachelors degree,0,0,0,0,0,0,1,0,1,0,0,0,2,yes,no,homosexual or gay or lesbian,1,0,0,2,21,No,0,NA,40,0,0,0,0,0,1,0,0,0
3315,39,man,bachelors degree,0,0,0,0,1,0,0,0,0,1,0,1,3,NA,NA,straight or heterosexual,NA,1,1,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
3316,44,woman,two year degree or some college,1,0,0,0,1,0,0,0,1,1,1,1,6,no,yes,straight or heterosexual,NA,0,0,2,19,No,2,1,6,0,0,0,0,0,0,0,0,0
3322,53,woman,bachelors degree,0,1,1,0,0,0,0,0,1,1,1,1,6,yes,yes,straight or heterosexual,3,2,1,3,19,"Yes, I've committed sexual infidelity",0,NA,20,0,0,0,0,0,0,0,0,0
3323,19,man,high school degree or less,1,1,1,0,1,0,0,0,0,1,1,1,7,NA,NA,straight or heterosexual,NA,1,0,2,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
3336,51,man,bachelors degree,0,0,0,0,0,0,0,0,0,0,1,0,1,no,no,straight or heterosexual,1,2,2,5,21,"Yes, I've committed emotional infidelity",14,3,25,0,0,0,0,0,0,0,0,0
3345,47,woman,two year degree or some college,0,0,0,1,0,0,0,0,1,1,1,0,4,no,no,straight or heterosexual,2,1,1,2,20,No,2,1,2,0,0,0,0,0,1,0,0,0
3352,30,woman,graduate or professional degree,0,1,0,0,0,0,0,0,0,1,1,0,3,no,yes,straight or heterosexual,2,5,3,4,23,No,6,2,8,1,0,0,1,0,0,0,1,1
3370,19,woman,high school degree or less,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,straight or heterosexual,NA,0,0,2,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
3376,53,woman,high school degree or less,1,1,0,1,1,0,1,0,1,0,1,1,8,no,no,straight or heterosexual,NA,0,0,5,17,No,100,1,5,0,0,0,0,0,0,0,0,0
